individual_id_new,days_since_most_recent_email,days_since_most_recent_open,days_since_most_recent_click,tot_emails_30_days_prior,tot_emails_60_days_prior,tot_emails_90_days_prior,tot_emails_12_mon_prior,tot_emails_24_mon_prior,tot_emails_36_mon_prior,ever_emailed,email_domain_group,ind_fantasy_1y,ind_nbadaily_90d,ind_nbastore_90d,ind_marketing_allstar_1y,ind_events_allstar_1y,ind_nbateamticketoffers_1y,age,age_group,gender,closest_arena_distance,tenure,pre_total_ticket_amt_l12,pre_total_tickets_l12,pre_regular_season_tix,pre_playoffs_tix,pre_tickets_ever,fan_total_amt_l12,fan_total_amt_l24,fan_total_amt_l36,fan_mths_since_last_purch,fan_purch_ever,fan_purch_visa_ind,fan_purch_mc_ind,fan_purch_amex_ind,fan_purch_disc_ind,fan_purch_giftcard_ind,fan_purch_paypal_ind,fan_purch_web_ind,fan_purch_mobile_ind,fan_fav_team,post_retail_response,lp_subscriber,lp_purch_amex_ind,lp_purch_mc_ind,lp_purch_visa_ind,lp_purch_disc_ind,lp_purch_paypal_ind,lp_broadband_plan,lp_auto_renew,arenadis,emaildays,emailopendays,closeteam,pre_total_tickets_cat,tot_emails_90dprior_cat,tot_opens_90dprior_cat,fan_totalamtl24m_cat,mths_since_purch_cat,pre_total_tickets,fan_pmt,fancardcat
1000000203667,88,280,627,0,0,2,3,89,103,1,Outlook,0,0,0,0,0,0,33,30s,M,16.661841617,142,0,0,1,0,1,0,88.9,186.8,23,1,0,0,1,0,0,0,1,1,CAVS,0,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Mavericks,1gte1lte4,1gte1lte4,0none,2gt50lte10,4mt12lt24,1,1000,AMEXonly
1000000213768,398,967,,0,0,0,0,3,92,1,Other,0,0,0,0,0,0,28,20s,F,81.711770462,119,0,0,0,0,1,0,0,0,62,1,1,0,0,0,0,0,1,0,NETS,1,0,0,0,0,0,0,0,0,2mt30lt100,5mt360,5mt360,Rockets,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000220586,,,,0,0,0,0,0,0,1,Gmail,0,0,0,0,0,0,31,30s,M,19.043371218,154,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,1,1,0,NETS,0,0,0,0,0,0,0,0,0,1lt30,7unknown,7unknown,Mavericks,0none,0none,0none,0none,5mt24,0,1,PayPal
1000000229121,3,94,,4,12,45,93,93,93,1,AOL,0,1,0,0,0,0,27,20s,M,58.988618262,139,0,0,0,0,0,29.99,29.99,29.99,2,1,1,0,0,0,0,0,0,1,CAVS,0,0,0,0,0,0,0,0,0,2mt30lt100,1lt7,4mt60lt360,Knicks,0none,3gt12,0none,1gt0lte50,1lt3,0,100000,VISAonly
1000000248474,5,82,82,8,15,24,61,122,249,1,net,0,0,0,0,0,0,22,20s,F,64.36981925,63,0,0,0,0,0,0,0,0,60,1,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,2mt30lt100,1lt7,4mt60lt360,Knicks,0none,3gt12,1gte1lte4,0none,5mt24,0,1000,AMEXonly
1000000285921,82,109,283,0,0,9,125,569,987,1,Gmail,0,1,0,0,0,1,24,20s,M,13.740884999,46,176,2,1,0,1,109.99,109.99,109.99,9,1,0,0,0,0,0,1,0,1,PELICANS,1,1,0,0,0,0,1,1,1,1lt30,4mt60lt360,4mt60lt360,Mavericks,1gte1lte4,2gte5lte12,0none,2gt50lte10,3mt6lt12,4,1,PayPal
1000000292188,,,,0,0,0,0,0,0,1,Gmail,0,0,0,0,0,0,30,30s,M,64.62976046,142,0,0,0,0,0,14.99,14.99,14.99,4,1,1,0,0,0,0,0,0,1,HEAT,1,0,0,0,0,0,0,0,0,2mt30lt100,7unknown,7unknown,Knicks,0none,0none,0none,1gt0lte50,2mt3lt6,0,100000,VISAonly
1000000303650,3,181,216,4,9,17,144,639,1061,1,Yahoo,0,1,0,0,0,0,36,30s,U,82.466619212,107,0,0,0,0,0,97.44,202.34,202.34,1,1,1,0,0,1,0,0,1,1,SUNS,1,0,0,0,0,0,0,0,0,2mt30lt100,1lt7,4mt60lt360,Knicks,0none,3gt12,0none,2gt50lte10,1lt3,0,100100,CombPmt
1000000332253,312,311,602,0,0,0,1,121,220,1,AOL,0,0,0,0,0,0,56,50s,F,23.995877629,123,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,0,1,0,MAVS,0,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Mavericks,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000348547,280,280,645,0,0,0,1,133,203,1,net,0,0,0,0,0,0,31,30s,M,86.246374398,160,0,0,0,0,0,51.98,75.93,75.93,9,1,0,1,0,0,0,0,1,1,THUNDER,1,0,0,0,0,0,0,0,0,2mt30lt100,4mt60lt360,4mt60lt360,Knicks,0none,0none,0none,2gt50lte10,3mt6lt12,0,10000,MConly
1000000357548,29,,,1,1,1,1,2,2,1,Gmail,0,0,0,0,0,0,38,30s,U,52.308463038,90,0,0,0,0,0,0,0,0,65,1,1,0,0,0,0,0,1,0,BUCKS,1,0,0,0,0,0,0,0,0,2mt30lt100,2mt7lt30,7unknown,Knicks,0none,1gte1lte4,0none,0none,5mt24,0,100000,VISAonly
1000000360356,220,,,0,0,0,1,2,4,1,Yahoo,0,0,0,0,0,0,46,40s,M,15.001184891,137,0,0,0,0,1,0,34.95,72.44,20,1,0,0,0,0,0,1,1,0,HEAT,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,7unknown,Mavericks,0none,0none,0none,1gt0lte50,4mt12lt24,0,1,PayPal
1000000378157,374,388,447,0,0,0,0,44,44,1,Gmail,0,0,0,0,0,0,29,20s,M,40.633375344,131,0,0,0,0,0,0,15.95,15.95,15,1,1,0,0,0,0,0,1,0,LAKERS,0,0,0,0,0,0,0,0,0,2mt30lt100,5mt360,5mt360,Knicks,0none,0none,0none,1gt0lte50,4mt12lt24,0,100000,VISAonly
1000000404992,3,3,66,4,9,13,50,192,213,1,Other,0,0,0,0,0,0,60,60+,M,0.4692435872,33,0,0,1,1,1,188.8,429.5,429.5,11,1,0,0,1,0,0,0,1,0,GRIZZLIES,1,0,0,0,0,0,0,0,0,1lt30,1lt7,1lt7,Grizzlies,4gt12,3gt12,2gte5lte12,2gt50lte10,3mt6lt12,13,1000,AMEXonly
1000000416739,3,114,505,4,9,13,42,269,421,1,Hotmail,0,0,0,0,0,0,36,30s,F,13.293686005,128,0,0,0,0,0,0,0,88.17,34,1,1,0,0,0,0,0,1,0,NETS,0,0,0,0,0,0,0,0,0,1lt30,1lt7,4mt60lt360,Knicks,0none,3gt12,0none,0none,5mt24,0,100000,VISAonly
1000000440062,388,742,742,0,0,0,0,102,115,1,Gmail,0,0,0,0,0,0,35,30s,M,12.327441531,160,0,0,0,0,0,0,0,61.78,25,1,1,0,0,0,0,0,1,1,MAGIC,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Knicks,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000450946,350,636,,0,0,0,1,148,148,1,net,0,0,0,0,0,0,54,50s,M,4.1009810871,138,0,0,0,0,0,479.34,479.34,479.34,8,1,1,1,0,0,0,0,1,0,CAVS,1,1,0,0,1,0,0,0,0,1lt30,4mt60lt360,5mt360,Mavericks,0none,0none,0none,2gt50lte10,3mt6lt12,0,110000,CombPmt
1000000481083,403,861,861,0,0,0,0,2,104,1,AOL,0,0,0,0,0,0,27,20s,M,22.332483256,150,0,0,0,0,0,0,0,0,52,1,1,0,0,0,0,0,0,0,NETS,0,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Knicks,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000485079,139,612,612,0,0,0,2,307,735,1,AOL,0,0,0,0,0,0,24,20s,M,15.131647163,114,0,0,0,0,0,0,0,76.46,32,1,1,0,0,0,0,0,1,0,HEAT,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000493104,5,277,,4,8,13,134,149,202,1,Other,1,0,0,1,0,1,27,20s,M,14.377607735,139,0,0,0,0,1,109.99,109.99,109.99,5,1,1,0,0,0,0,0,0,1,BULLS,1,0,0,0,0,0,0,0,0,1lt30,1lt7,4mt60lt360,Knicks,0none,3gt12,0none,2gt50lte10,2mt3lt6,0,100000,VISAonly
1000000508225,400,732,813,0,0,0,0,56,156,1,AOL,0,0,0,0,0,0,29,20s,M,3.320894629,119,0,0,0,0,0,0,0,0,45,1,0,1,0,0,0,0,1,0,NETS,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Knicks,0none,0none,0none,0none,5mt24,0,10000,MConly
1000000538958,118,387,387,0,0,0,1,180,280,1,net,0,0,0,0,0,0,49,40s,M,28.683800533,161,0,0,0,0,0,0,107.89,146.88,16,1,1,0,0,0,0,0,1,0,LAKERS,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Nets,0none,0none,0none,2gt50lte10,4mt12lt24,0,100000,VISAonly
1000000575777,21,21,425,2,2,2,2,194,340,1,Gmail,0,0,0,0,0,0,28,20s,M,2.3676251359,160,0,0,0,0,1,224.89,1899.35,3252.63,8,1,1,0,1,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1lt30,2mt7lt30,2mt7lt30,Nets,0none,1gte1lte4,1gte1lte4,4gt500,3mt6lt12,0,101000,CombPmt
1000000600283,963,,,0,0,0,0,0,2,1,Other,0,0,0,0,0,0,45,40s,M,2.2325177402,140,0,0,0,0,1,88.97,168.96,703.49,1,1,1,1,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,1lt30,5mt360,7unknown,Nets,0none,0none,0none,2gt50lte10,1lt3,0,111000,CombPmt
1000000626726,335,335,,0,0,0,1,2,2,1,AOL,0,0,0,0,0,0,69,60+,F,12.149130432,123,0,0,0,0,0,0,0,0,56,1,0,1,0,0,0,0,1,0,LAKERS,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Mavericks,0none,0none,0none,0none,5mt24,0,10000,MConly
1000000632516,264,263,1043,0,0,0,1,2,4,1,MSN,0,0,0,0,0,0,34,30s,M,6.9262456206,134,0,0,0,0,1,0,0,53.9,26,1,1,0,0,0,1,0,1,0,SPURS,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Warriors,0none,0none,0none,0none,5mt24,0,100010,CombPmt
1000000642310,3,26,,4,4,4,5,18,102,1,Yahoo,0,0,0,0,0,1,40,40s,F,12.671834659,153,0,0,0,0,1,0,0,0,76,1,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1lt30,1lt7,2mt7lt30,Knicks,0none,1gte1lte4,1gte1lte4,0none,5mt24,0,100000,VISAonly
1000000658081,146,905,,0,0,0,1,11,265,1,MSN,0,0,0,0,0,0,57,50s,M,15.131647163,167,0,0,0,0,1,0,0,0,55,1,0,1,0,0,0,0,1,0,KNICKS,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,10000,MConly
1000000668972,3,269,422,4,11,16,79,474,715,1,Yahoo,1,0,1,1,0,1,27,20s,M,1.3127798708,138,0,0,0,1,1,0,0,0,39,1,1,0,0,0,0,0,1,0,NETS,0,0,0,0,0,0,0,0,0,1lt30,1lt7,4mt60lt360,Knicks,1gte1lte4,3gt12,0none,0none,5mt24,3,100000,VISAonly
1000000727432,83,612,777,0,0,1,1,86,180,1,Yahoo,0,0,0,0,0,0,28,20s,F,115.22472322,54,0,0,0,0,0,0,0,0,53,1,0,1,0,0,0,0,1,0,MAVS,0,0,0,0,0,0,0,0,0,3mt100lt200,4mt60lt360,5mt360,Mavericks,0none,1gte1lte4,0none,0none,5mt24,0,10000,MConly
1000000743266,212,212,244,0,0,0,54,285,500,1,Other,1,0,0,0,0,1,55,50s,U,16.34744513,69,0,0,0,0,0,0,0,0,68,1,0,0,1,0,0,0,1,0,HEAT,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Knicks,0none,0none,0none,0none,5mt24,0,1000,AMEXonly
1000000756065,374,370,,0,0,0,0,16,16,1,Gmail,0,0,0,0,0,0,34,30s,M,19.38770685,143,0,0,0,0,0,0,0,0,65,1,1,0,0,0,1,0,1,0,BULLS,0,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Knicks,0none,0none,0none,0none,5mt24,0,100010,CombPmt
1000000773349,3,215,215,2,5,6,114,654,891,1,Gmail,0,0,0,0,0,1,27,20s,M,11.0066318,139,0,0,0,0,0,0,0,23.95,32,1,1,0,0,0,0,0,1,0,MAVS,0,0,0,0,0,0,0,0,0,1lt30,1lt7,4mt60lt360,Thunder,0none,2gte5lte12,0none,0none,5mt24,0,100000,VISAonly
1000000805085,3,17,697,4,6,6,19,208,392,1,Hotmail,0,0,0,0,0,0,54,50s,M,220.05337499,135,0,0,0,0,0,548.81,821.25,1549.99,1,1,1,1,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,4mt200,1lt7,2mt7lt30,Clippers,0none,2gte5lte12,1gte1lte4,2gt50lte10,1lt3,0,110000,CombPmt
1000000832204,788,857,,0,0,0,0,0,135,1,net,0,0,0,0,0,0,67,60+,F,20.01307444,123,0,0,0,0,0,393.9,1098.5,1098.5,1,1,0,1,0,0,0,1,1,1,SPURS,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Mavericks,0none,0none,0none,4gt500,1lt3,0,10001,CombPmt
1000000858557,,,,0,0,0,0,0,0,0,AOL,0,0,0,0,0,0,29,20s,M,34.573111057,175,0,0,0,0,1,0,0,0,47,1,1,0,0,0,0,0,1,0,NETS,0,0,0,0,0,0,0,0,0,2mt30lt100,6never,6never,Nets,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000000872452,374,397,435,0,0,0,0,60,60,1,Other,0,0,0,0,0,0,35,30s,M,19.567829928,119,0,0,0,0,0,0,64.95,64.95,16,1,0,0,0,0,0,1,0,1,WIZARDS,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Nets,0none,0none,0none,2gt50lte10,4mt12lt24,0,1,PayPal
1000000875763,339,1043,,0,0,0,1,4,10,1,net,0,0,0,0,0,0,35,30s,M,18.592207663,140,0,0,0,0,0,39.99,39.99,39.99,6,1,0,0,0,0,0,1,1,0,BULLS,0,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Nets,0none,0none,0none,1gt0lte50,2mt3lt6,0,1,PayPal
1000000900236,268,353,956,0,0,0,3,236,395,1,Other,0,0,0,0,0,1,43,40s,F,34.407501968,115,0,0,0,0,1,0,0,0,68,1,1,1,0,0,0,0,1,0,LAKERS,1,0,0,0,0,0,0,0,0,2mt30lt100,4mt60lt360,4mt60lt360,Mavericks,0none,0none,0none,0none,5mt24,0,110000,CombPmt
1000000904747,32,32,637,0,1,1,2,35,89,1,Yahoo,0,0,0,0,0,0,43,40s,M,40.851935896,69,0,0,0,0,0,0,79.95,230.87,20,1,0,0,1,0,0,0,1,0,LAKERS,0,0,0,0,0,0,0,0,0,2mt30lt100,3mt30lt60,3mt30lt60,Knicks,0none,1gte1lte4,1gte1lte4,2gt50lte10,4mt12lt24,0,1000,AMEXonly
1000000910248,33,33,,0,3,6,15,94,195,1,net,0,0,0,0,0,0,0,Unknown,U,45.213954022,81,0,0,0,0,0,0,0,0,81,1,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,2mt30lt100,3mt30lt60,3mt30lt60,Knicks,0none,2gte5lte12,3gt12,0none,5mt24,0,10000,MConly
1000000915949,27,,,2,5,9,19,41,102,1,Other,0,0,0,0,0,0,0,Unknown,M,44.93101932,171,0,0,0,0,1,112.97,268.77,268.77,9,1,1,0,0,0,0,0,1,0,CELTICS,1,0,0,0,0,0,0,0,0,2mt30lt100,2mt7lt30,7unknown,Knicks,0none,2gte5lte12,0none,2gt50lte10,3mt6lt12,0,100000,VISAonly
1000000928333,38,518,,0,1,1,1,181,222,1,Gmail,0,0,0,0,0,0,54,50s,M,47.586957156,137,0,0,0,0,1,0,0,43.85,32,1,0,0,0,0,0,1,1,0,GSW,0,0,0,0,0,0,0,0,0,2mt30lt100,3mt30lt60,5mt360,Knicks,0none,1gte1lte4,0none,0none,5mt24,0,1,PayPal
1000000931204,315,315,,0,0,0,1,1,1,1,net,0,0,0,0,0,0,47,40s,M,23.591689488,167,0,0,0,0,1,0,0,0,67,1,0,1,0,0,0,0,0,0,NETS,0,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Knicks,0none,0none,0none,0none,5mt24,0,10000,MConly
1000000940747,165,570,,0,0,0,1,217,371,1,Hotmail,0,0,0,0,0,0,42,40s,U,13.810762572,173,0,0,0,0,1,0,0,79.9,32,1,0,1,0,0,0,0,1,0,HEAT,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Pacers,0none,0none,0none,0none,5mt24,0,10000,MConly
1000000943937,,,,0,0,0,0,0,0,0,net,0,0,0,0,0,0,37,30s,M,21.905115878,128,0,0,0,0,1,49.99,49.99,49.99,8,1,0,1,0,0,0,0,1,0,GSW,1,0,0,0,0,0,0,0,0,1lt30,6never,6never,Mavericks,0none,0none,0none,1gt0lte50,3mt6lt12,0,10000,MConly
1000000995810,374,588,767,0,0,0,0,173,182,1,edu,0,0,0,0,0,0,0,Unknown,U,19.123726125,135,0,0,0,0,1,0,0,84.85,26,1,0,1,0,0,0,0,1,0,SPURS,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Spurs,0none,0none,0none,0none,5mt24,0,10000,MConly
1000001032893,252,403,,0,0,0,3,162,220,1,Hotmail,0,0,0,0,0,1,34,30s,M,15.709988624,128,0,0,0,0,1,0,0,0,76,1,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Mavericks,0none,0none,0none,0none,5mt24,0,10,GiftCard
1000001046321,292,987,973,0,0,0,1,1,30,1,net,0,0,0,0,0,0,43,40s,M,34.407501968,152,0,0,0,0,1,0,0,0,38,1,0,0,0,0,0,0,1,0,MAVS,0,0,0,0,0,0,0,0,0,2mt30lt100,4mt60lt360,5mt360,Mavericks,0none,0none,0none,0none,5mt24,0,0,Other
1000001106116,195,,,0,0,0,7,54,113,1,Yahoo,0,0,0,0,0,0,37,30s,U,41.028429121,128,0,0,0,0,1,0,0,54.99,36,1,1,0,0,0,0,0,1,0,KNICKS,0,0,0,0,0,0,0,0,0,2mt30lt100,4mt60lt360,7unknown,Nets,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000001113401,,,,0,0,0,0,0,0,1,Yahoo,0,0,0,0,0,0,29,20s,M,37.098696153,154,0,0,0,0,0,0,0,0,70,1,1,0,0,0,0,0,1,0,CELTICS,0,0,0,0,0,0,0,0,0,2mt30lt100,7unknown,7unknown,Mavericks,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000001161255,374,564,564,0,0,0,0,178,187,1,net,0,0,0,0,0,0,41,40s,U,50.732073917,129,0,0,0,0,1,0,0,64.8,26,1,0,0,1,0,0,0,1,0,SPURS,1,0,0,0,0,0,0,0,0,2mt30lt100,5mt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,1000,AMEXonly
1000001181316,398,1015,,0,0,0,0,17,112,1,Other,0,0,0,0,0,0,46,40s,F,12.44304006,144,0,0,0,0,1,0,0,0,42,1,1,0,0,0,0,0,1,0,LAKERS,1,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Mavericks,1gte1lte4,0none,0none,0none,5mt24,1,100000,VISAonly
1000001199390,374,374,465,0,0,0,0,179,273,1,AOL,0,0,0,0,0,0,65,60+,M,21.778573111,141,0,0,0,0,0,0,0,0,54,1,0,1,1,0,0,0,1,0,KNICKS,0,0,0,0,0,0,0,0,0,1lt30,5mt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,11000,CombPmt
1000001229370,314,749,809,0,0,0,2,59,164,1,Gmail,0,0,0,0,0,0,25,20s,M,36.012054072,128,0,0,0,0,0,0,0,0,49,1,0,1,0,0,0,0,1,0,NETS,1,0,0,0,0,0,0,0,0,2mt30lt100,4mt60lt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,10000,MConly
1000001341301,232,461,,0,0,0,3,227,262,1,Gmail,0,0,0,0,0,0,29,20s,U,2.3676251359,24,0,0,0,0,0,0,0,27.95,25,1,1,0,0,0,0,0,1,0,LAKERS,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,5mt360,Nets,0none,0none,0none,0none,5mt24,0,100000,VISAonly
1000001361003,3,171,,4,13,19,123,516,1019,1,Other,0,1,0,0,0,1,49,40s,M,3.1847534012,105,300,2,0,0,1,69.75,69.75,133.55,11,1,1,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,1,1,1lt30,1lt7,4mt60lt360,Rockets,1gte1lte4,3gt12,0none,2gt50lte10,3mt6lt12,2,100000,VISAonly
1000001383775,215,196,,0,0,0,1,3,5,1,Other,0,0,0,0,0,0,58,50s,F,0.6521037638,81,0,0,0,0,0,27.99,113.79,242.45,1,1,1,1,1,1,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Knicks,0none,0none,0none,2gt50lte10,1lt3,0,111100,CombPmt
1000001398545,4,19,,15,15,15,15,15,15,1,Yahoo,0,1,0,0,0,0,26,20s,M,18.762949217,122,0,0,0,0,0,219.98,219.98,219.98,1,1,0,1,0,0,0,0,1,0,RAPTORS,1,0,0,0,0,0,0,0,0,1lt30,1lt7,2mt7lt30,Rockets,0none,3gt12,1gte1lte4,2gt50lte10,1lt3,0,10000,MConly
1000001399278,185,417,439,0,0,0,110,575,848,1,Yahoo,0,0,0,0,0,1,34,30s,M,3.608888853,55,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,1,1,0,CELTICS,0,1,0,0,1,0,0,0,1,1lt30,4mt60lt360,5mt360,Rockets,0none,0none,0none,0none,5mt24,0,1,PayPal
1000001414284,,,,0,0,0,0,0,0,1,AOL,0,0,0,0,0,0,0,Unknown,M,2.7491347339,175,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1lt30,7unknown,7unknown,Knicks,0none,0none,0none,0none,5mt24,0,1,PayPal
1000001420333,200,200,,0,0,0,1,90,92,1,Other,0,0,0,0,0,0,36,30s,M,6.3350909609,167,1368.42,4,1,0,1,0,69.95,69.95,19,1,0,0,1,0,0,0,0,1,ROCKETS,0,1,1,0,0,0,0,0,0,1lt30,4mt60lt360,4mt60lt360,Rockets,1gte1lte4,0none,0none,2gt50lte10,4mt12lt24,4,1000,AMEXonly
